"";"nombre";"subnombre";"precio";"year";"potencia";"km";"combustible";"puertas";"long";"alt";"anch";"peso";"url"
"606";"Opel Astra";"St 1.7cdti Sport
";"7.790€";"07/2012";"110 cv";"129.000 km";"Diesel";"5 puertas";"470 cm";"154 cm";"181 cm";"1.428 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-st-17cdti-sport-en-madrid.htm?id=2716951"
"607";"Nissan Qashqai";"2.0 Tekna 4x2
";"8.800€";"08/2008";"140 cv";"80.000 km";"Gasolina";"5 puertas";"432 cm";"161 cm";"178 cm";"1.356 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-20-tekna-4x2-en-madrid.htm?id=2909161"
"608";"Fiat Dobló";"Cargo 1.3mjt Base 90 E5+
";"5.066€";"07/2012";"90 cv";"102.000 km";"Diesel";"3 puertas";"439 cm";"185 cm";"183 cm";"1.345 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-doblo-cargo-13mjt-base-90-e5+-en-madrid.htm?id=2911116"
"609";"Alfa Romeo Stelvio";"2.2 Rwd Aut. 180
";"40.250€";"2018";"180 cv";"1 km";"Diesel";"5 puertas";"469 cm";"167 cm";"190 cm";"1.604 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-stelvio-22-rwd-aut-180-en-madrid.htm?id=2900101"
"610";"Nissan X-trail";"X-trail 1.6 Dci 360 4x2
";"17.890€";"03/2015";"130 cv";"104.000 km";"Diesel";"5 puertas";"464 cm";"172 cm";"183 cm";"1.500 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-360-4x2-en-madrid.htm?id=2910717"
"611";"Fiat 500x";"500x 1.6mjt S-design 4x2 120
";"17.250€";"2018";"120 cv";"1 km";"Diesel";"5 puertas";"427 cm";"161 cm";"180 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-fiat-500x-16mjt-s-design-4x2-120-en-madrid.htm?id=2880790"
"612";"Seat León";"1.6tdi Cr S&s Style 105
";"9.790€";"05/2014";"105 cv";"104.570 km";"Diesel";"5 puertas";"426 cm";"146 cm";"182 cm";"1.286 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-16tdi-cr-s_s-style-105-en-madrid.htm?id=2866326"
"613";"Toyota Auris";"120t Active
";"15.100€";"2018";"116 cv";"1 km";"Gasolina";"5 puertas";"433 cm";"148 cm";"176 cm";"1.190 kg";"https://www.coches.com/km0/seminuevo-toyota-auris-120t-active-en-madrid.htm?id=2874349"
"614";"Land Rover Range Rover Sport";"3.0tdv6 Hse Aut.
";"56.500€";"09/2015";"258 cv";"26.400 km";"Diesel";"5 puertas";"485 cm";"178 cm";"207 cm";"2.115 kg";"https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+sport-30tdv6-hse-aut-en-madrid.htm?id=2888323"
"615";"Renault Kangoo";"Fg. 1.5dci Profesional 75 E5
";"4.487€";"08/2012";"75 cv";"129.000 km";"Diesel";"3 puertas";"421 cm";"181 cm";"183 cm";"1.261 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-15dci-profesional-75-e5-en-madrid.htm?id=2876205"
"616";"Citroen C3";"1.4i Audace
";"3.990€";"2008";"75 cv";"84.000 km";"Gasolina";"5 puertas";"385 cm";"152 cm";"167 cm";"1.089 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-14i-audace-en-madrid.htm?id=2786922"
"617";"Renault Mégane";"1.5dci Business 110
";"9.190€";"01/2013";"110 cv";"69.000 km";"Diesel";"5 puertas";"430 cm";"147 cm";"181 cm";"1.215 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-business-110-en-madrid.htm?id=2910706"
"618";"Renault Mégane";"1.5dci Business 110
";"9.190€";"01/2013";"110 cv";"69.000 km";"Diesel";"5 puertas";"430 cm";"147 cm";"181 cm";"1.215 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-business-110-en-madrid.htm?id=2715335"
"619";"Audi A6";"2.0tdi Multitronic Dpf
";"7.990€";"11/2017";"140 cv";"242.100 km";"Diesel";"4 puertas";"492 cm";"146 cm";"186 cm";"1.565 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-20tdi-multitronic-dpf-en-madrid.htm?id=2884781"
"620";"Mitsubishi Outlander";"220di-d Motion 2wd 5pl.
";"24.850€";"2017";"150 cv";"1 km";"Diesel";"5 puertas";"470 cm";"168 cm";"181 cm";"1.510 kg";"https://www.coches.com/km0/seminuevo-mitsubishi-outlander-220di-d-motion-2wd-5pl-en-madrid.htm?id=2813343"
"621";"Audi Q3";"2.0tdi Sport Edition 150
";"25.890€";"12/2016";"150 cv";"27.673 km";"Diesel";"5 puertas";"439 cm";"159 cm";"183 cm";"1.560 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q3-20tdi-sport-edition-150-en-madrid.htm?id=2773297"
"622";"Audi A4 Allroad";"Q. 2.0tdi Unlimited Ed. S-t 190
";"41.900€";"2016";"190 cv";"29.116 km";"Diesel";"5 puertas";"475 cm";"149 cm";"184 cm";"1.715 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a4+allroad-q-20tdi-unlimited-ed-s-t-190-en-madrid.htm?id=2912451"
"623";"Opel Zafira";"1.7cdti Family 125
";"9.500€";"09/2013";"125 cv";"115.000 km";"Diesel";"5 puertas";"447 cm";"167 cm";"180 cm";"1.733 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-zafira-17cdti-family-125-en-madrid.htm?id=2896354"
"624";"Hyundai Ix20";"Ix20 1.6crdi Bluedrive Comfort
";"8.190€";"01/2013";"115 cv";"87.000 km";"Diesel";"5 puertas";"410 cm";"160 cm";"177 cm";"1.281 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ix20-16crdi-bluedrive-comfort-en-madrid.htm?id=2910768"
"625";"Volkswagen Passat";"Variant 1.6tdi Edition Bmt
";"11.670€";"02/2013";"105 cv";"102.881 km";"Diesel";"5 puertas";"477 cm";"152 cm";"182 cm";"1.543 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-variant-16tdi-edition-bmt-en-madrid.htm?id=2866345"
"626";"Peugeot 308";"1.6e-hdi Blue Lion Fap Business Line
";"8.590€";"06/2011";"112 cv";"80.853 km";"Diesel";"5 puertas";"428 cm";"150 cm";"182 cm";"1.318 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16e-hdi-blue-lion-fap-business-line-en-madrid.htm?id=2866303"
"627";"Mercedes Clase E";"E Estate 220cdi Be Elegance
";"19.900€";"04/2012";"170 cv";"65.000 km";"Diesel";"5 puertas";"490 cm";"151 cm";"185 cm";"1.845 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-estate-220cdi-be-elegance-en-madrid.htm?id=2873166"
"628";"Bmw Serie 3";"320d
";"6.950€";"07/2007";"163 cv";"214.600 km";"Diesel";"4 puertas";"452 cm";"142 cm";"182 cm";"1.490 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-en-madrid.htm?id=2890592"
"629";"Audi A5";"Cabrio 2.0tdi
";"25.900€";"08/2012";"177 cv";"69.000 km";"Diesel";"2 puertas";"463 cm";"138 cm";"185 cm";"1.655 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a5-cabrio-20tdi-en-madrid.htm?id=2710955"
"630";"Mercedes Clase Glk";"Glk 220cdi Be 4m Aut.
";"25.990€";"06/2014";"170 cv";"89.991 km";"Diesel";"5 puertas";"454 cm";"167 cm";"184 cm";"1.880 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glk-glk-220cdi-be-4m-aut-en-madrid.htm?id=2851410"
"631";"Volkswagen Touran";"1.4 Tsi Bmt Advance 150
";"24.285€";"2018";"150 cv";"1 km";"Gasolina";"5 puertas";"453 cm";"166 cm";"183 cm";"1.478 kg";"https://www.coches.com/km0/seminuevo-volkswagen-touran-14-tsi-bmt-advance-150-en-madrid.htm?id=2904038"
"632";"Mercedes Clase A";"A 180d
";"17.490€";"07/2015";"109 cv";"50.500 km";"Diesel";"5 puertas";"430 cm";"143 cm";"178 cm";"1.395 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-en-madrid.htm?id=2883479"
"633";"Citroen Xsara";"Picasso 1.6hdi Satisfaction Plus Ii
";"2.300€";"07/2005";"110 cv";"196.000 km";"Diesel";"5 puertas";"428 cm";"164 cm";"175 cm";"1.313 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-xsara-picasso-16hdi-satisfaction-plus-ii-en-madrid.htm?id=2913986"
"634";"Alfa Romeo Stelvio";"2.2 Super Q4 210 Aut.
";"39.500€";"2018";"210 cv";"1 km";"Diesel";"5 puertas";"469 cm";"167 cm";"190 cm";"1.659 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-stelvio-22-super-q4-210-aut-en-madrid.htm?id=2900102"
"635";"Seat León";"1.6tdi Cr S&s Reference 115
";"14.500€";"06/2017";"115 cv";"5.884 km";"Diesel";"5 puertas";"428 cm";"146 cm";"182 cm";"1.260 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-16tdi-cr-s_s-reference-115-en-madrid.htm?id=2913707"
"636";"Mercedes Clase C";"C Estate 200cdi Be Elegance
";"15.590€";"02/2012";"136 cv";"121.000 km";"Diesel";"5 puertas";"460 cm";"146 cm";"177 cm";"1.635 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-estate-200cdi-be-elegance-en-madrid.htm?id=2866373"
"637";"Hyundai I30";"I30 1.6 Crdi Classic Gl
";"6.500€";"03/2011";"90 cv";"95.000 km";"Diesel";"5 puertas";"428 cm";"148 cm";"178 cm";"1.291 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i30-16-crdi-classic-gl-en-madrid.htm?id=2913563"
"638";"Audi Q3";"2.0tdi Ambiente
";"21.770€";"02/2014";"140 cv";"72.960 km";"Diesel";"5 puertas";"439 cm";"159 cm";"183 cm";"1.510 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q3-20tdi-ambiente-en-madrid.htm?id=2866195"
"639";"Opel Corsa";"1.3 Ecoflex Expression
";"6.490€";"01/2013";"75 cv";"68.000 km";"Diesel";"5 puertas";"400 cm";"149 cm";"171 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13-ecoflex-expression-en-madrid.htm?id=2910743"
"640";"Citroen C4";"1.6hdi Collection 92
";"2.700€";"08/2006";"92 cv";"135.000 km";"Diesel";"5 puertas";"426 cm";"146 cm";"177 cm";"1.257 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-16hdi-collection-92-en-madrid.htm?id=2913824"
"641";"Fiat 500x";"500x 1.6mjt Pop Star 4x2 120
";"14.600€";"11/2017";"120 cv";"0 km";"Diesel";"5 puertas";"425 cm";"160 cm";"180 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-fiat-500x-16mjt-pop-star-4x2-120-en-madrid.htm?id=2895968"
"642";"Nissan Qashqai";"1.5dci Acenta 4x2
";"8.900€";"10/2009";"106 cv";"121.000 km";"Diesel";"5 puertas";"432 cm";"161 cm";"178 cm";"1.407 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-acenta-4x2-en-madrid.htm?id=2914080"
"643";"Nissan X-trail";"X-trail 1.6 Dci 360 4x2
";"17.790€";"03/2015";"130 cv";"109.000 km";"Diesel";"5 puertas";"464 cm";"172 cm";"183 cm";"1.500 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-360-4x2-en-madrid.htm?id=2910746"
"644";"Nissan X-trail";"X-trail 1.6 Dci 360 4x2
";"17.790€";"03/2015";"130 cv";"109.000 km";"Diesel";"5 puertas";"464 cm";"172 cm";"183 cm";"1.500 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-360-4x2-en-madrid.htm?id=2872374"
"645";"Nissan Juke";"1.5dci S&s N-tec
";"11.900€";"09/2013";"110 cv";"23.723 km";"Diesel";"5 puertas";"414 cm";"157 cm";"177 cm";"1.295 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-15dci-s_s-n-tec-en-madrid.htm?id=2901194"
"646";"Nissan Qashqai";"1.5dci N-connecta 4x2
";"20.935€";"07/2017";"110 cv";"10 km";"Diesel";"5 puertas";"439 cm";"159 cm";"181 cm";"1.379 kg";"https://www.coches.com/km0/seminuevo-nissan-qashqai-15dci-n-connecta-4x2-en-madrid.htm?id=2663906"
"647";"Ford Fiesta";"1.25 Trend 82
";"4.999€";"2009";"82 cv";"85.000 km";"Gasolina";"5 puertas";"395 cm";"148 cm";"172 cm";"1.041 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-125-trend-82-en-madrid.htm?id=2904518"
"648";"Audi A6";"2.0tdi Multitronic
";"23.900€";"2013";"177 cv";"32.000 km";"Diesel";"4 puertas";"492 cm";"146 cm";"187 cm";"1.585 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-20tdi-multitronic-en-madrid.htm?id=2912822"
"649";"Fiat 500x";"500x 1.6 E-torq Pop Star 4x2 110
";"13.900€";"2018";"110 cv";"1 km";"Gasolina";"5 puertas";"425 cm";"160 cm";"198 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-fiat-500x-16-e-torq-pop-star-4x2-110-en-madrid.htm?id=2880786"
"650";"Ford C-max";"C-max 1.6tdci Trend 95
";"10.590€";"05/2014";"95 cv";"71.447 km";"Diesel";"5 puertas";"438 cm";"163 cm";"183 cm";"1.390 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-c-max-16tdci-trend-95-en-madrid.htm?id=2866229"
"651";"Seat León";"1.9tdi Style Eco Dpf
";"6.950€";"05/2009";"105 cv";"120.000 km";"Diesel";"5 puertas";"432 cm";"146 cm";"177 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-19tdi-style-eco-dpf-en-madrid.htm?id=2905690"
"652";"Volkswagen Tiguan";"2.0tdi Sport 150
";"31.000€";"2018";"150 cv";"1 km";"Diesel";"5 puertas";"449 cm";"163 cm";"184 cm";"1.568 kg";"https://www.coches.com/km0/seminuevo-volkswagen-tiguan-20tdi-sport-150-en-madrid.htm?id=2904037"
"653";"Volvo Xc60";"Xc60 D4 Momentum Awd Aut.
";"48.990€";"11/2017";"190 cv";"1.010 km";"Diesel";"5 puertas";"469 cm";"166 cm";"190 cm";"1.802 kg";"https://www.coches.com/km0/seminuevo-volvo-xc60-d4-momentum-awd-aut-en-madrid.htm?id=2869313"
"654";"Seat Ibiza";"1.2 Tsi Style
";"9.900€";"03/2017";"90 cv";"14.901 km";"Gasolina";"5 puertas";"406 cm";"145 cm";"169 cm";"1.089 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-12-tsi-style-en-madrid.htm?id=2852850"
"655";"Nissan Juke";"1.2 Dig-t Acenta 4x2 115
";"13.200€";"03/2015";"115 cv";"35.000 km";"Gasolina";"5 puertas";"414 cm";"157 cm";"177 cm";"1.236 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-12-dig-t-acenta-4x2-115-en-madrid.htm?id=2914056"
"656";"Volkswagen Golf";"1.6tdi Advance 115
";"20.075€";"2018";"115 cv";"1 km";"Diesel";"5 puertas";"426 cm";"149 cm";"179 cm";"1.301 kg";"https://www.coches.com/km0/seminuevo-volkswagen-golf-16tdi-advance-115-en-madrid.htm?id=2904002"
"657";"Volvo Xc60";"Xc60 D4 Momentum Awd Aut.
";"48.990€";"11/2017";"190 cv";"1.173 km";"Diesel";"5 puertas";"469 cm";"166 cm";"190 cm";"1.802 kg";"https://www.coches.com/km0/seminuevo-volvo-xc60-d4-momentum-awd-aut-en-madrid.htm?id=2864827"
"658";"Mercedes Clase R";"R 350cdi 4m L Aut.
";"28.800€";"10/2012";"265 cv";"86.000 km";"Diesel";"5 puertas";"516 cm";"168 cm";"192 cm";"2.295 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+r-r-350cdi-4m-l-aut-en-madrid.htm?id=2903728"
"659";"Volvo Xc60";"Xc60 D4 Momentum Awd Aut.
";"48.990€";"11/2017";"190 cv";"1.188 km";"Diesel";"5 puertas";"469 cm";"166 cm";"190 cm";"1.802 kg";"https://www.coches.com/km0/seminuevo-volvo-xc60-d4-momentum-awd-aut-en-madrid.htm?id=2864830"
"660";"Volvo S60";"D3 Momentum 150
";"24.500€";"12/2017";"150 cv";"10 km";"Diesel";"4 puertas";"464 cm";"148 cm";"187 cm";"1.547 kg";"https://www.coches.com/km0/seminuevo-volvo-s60-d3-momentum-150-en-madrid.htm?id=2881437"
"661";"Citroen C4";"1.6hdi Collection 110
";"5.570€";"09/2008";"110 cv";"91.676 km";"Diesel";"5 puertas";"426 cm";"146 cm";"177 cm";"1.270 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-16hdi-collection-110-en-madrid.htm?id=2866740"
"662";"Fiat Panda";"1.2 Lounge
";"6.650€";"06/2016";"69 cv";"39.400 km";"Gasolina";"5 puertas";"365 cm";"155 cm";"164 cm";"940 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-panda-12-lounge-en-madrid.htm?id=2896872"
"663";"Volkswagen Passat";"Variant 2.0tdi Advance Bmt
";"13.600€";"03/2013";"140 cv";"104.800 km";"Diesel";"5 puertas";"477 cm";"152 cm";"182 cm";"1.571 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-variant-20tdi-advance-bmt-en-madrid.htm?id=2888203"
"664";"Skoda Fabia";"1.9tdi Elegance
";"2.490€";"02/2004";"101 cv";"178.000 km";"Diesel";"5 puertas";"396 cm";"145 cm";"165 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-skoda-fabia-19tdi-elegance-en-madrid.htm?id=2912034"
"665";"Renault Mégane";"S.t. 1.5dci Expression 110
";"8.190€";"07/2012";"110 cv";"118.000 km";"Diesel";"5 puertas";"456 cm";"151 cm";"180 cm";"1.302 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-st-15dci-expression-110-en-madrid.htm?id=2910664"
"666";"Bmw Serie 3";"320d Touring Aut.
";"5.999€";"01/2007";"163 cv";"240.000 km";"Diesel";"5 puertas";"452 cm";"142 cm";"182 cm";"1.595 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-touring-aut-en-madrid.htm?id=2888094"
"667";"Seat Altea";"Xl 1.6tdi Cr S&s Style E-eco.
";"6.999€";"01/2011";"105 cv";"160.000 km";"Diesel";"5 puertas";"447 cm";"158 cm";"177 cm";"1.480 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-altea-xl-16tdi-cr-s_s-style-e-eco-en-madrid.htm?id=2899166"
"668";"Opel Astra";"2.0dti 16v Sport
";"1.700€";"2003";"100 cv";"288.900 km";"Diesel";"3 puertas";"411 cm";"143 cm";"171 cm";"1.274 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-20dti-16v-sport-en-madrid.htm?id=2902325"
"669";"Mercedes Citan";"Tourer 111cdi Select
";"13.590€";"02/2017";"110 cv";"0 km";"Diesel";"5 puertas";"432 cm";"181 cm";"183 cm";"1.470 kg";"https://www.coches.com/km0/seminuevo-mercedes-citan-tourer-111cdi-select-en-madrid.htm?id=2599289"
"670";"Fiat Tipo";"Sedán 1.3 Multijet Ii Easy 95
";"12.100€";"2018";"95 cv";"1 km";"Diesel";"4 puertas";"453 cm";"150 cm";"179 cm";"1.205 kg";"https://www.coches.com/km0/seminuevo-fiat-tipo-sedan-13-multijet-ii-easy-95-en-madrid.htm?id=2884633"
"671";"Bmw Serie 1";"116d
";"8.990€";"05/2009";"115 cv";"71.408 km";"Diesel";"3 puertas";"424 cm";"142 cm";"175 cm";"1.370 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-en-madrid.htm?id=2883496"
"672";"Land Rover Range Rover Sport";"5.0 V8 Sc Svr Aut.
";"114.900€";"02/2016";"550 cv";"26.000 km";"Gasolina";"5 puertas";"485 cm";"178 cm";"207 cm";"2.335 kg";"https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+sport-50-v8-sc-svr-aut-en-madrid.htm?id=2858751"
"673";"Hyundai Tucson";"1.7crdi Bd 25a 4x2 115
";"21.250€";"2017";"115 cv";"7 km";"Diesel";"5 puertas";"448 cm";"166 cm";"185 cm";"1.425 kg";"https://www.coches.com/km0/seminuevo-hyundai-tucson-17crdi-bd-25a-4x2-115-en-madrid.htm?id=2669482"
"674";"Ford S-max";"S-max 1.6tdci Trend
";"12.590€";"04/2013";"115 cv";"104.000 km";"Diesel";"5 puertas";"477 cm";"166 cm";"188 cm";"1.688 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-16tdci-trend-en-madrid.htm?id=2877794"
"675";"Ford S-max";"S-max 1.6tdci Trend
";"12.590€";"04/2013";"115 cv";"104.000 km";"Diesel";"5 puertas";"477 cm";"166 cm";"188 cm";"1.688 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-16tdci-trend-en-madrid.htm?id=2910764"
"676";"Volkswagen Scirocco";"1.4 Tsi
";"9.999€";"2011";"122 cv";"159.000 km";"Gasolina";"3 puertas";"426 cm";"140 cm";"181 cm";"1.319 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-scirocco-14-tsi-en-madrid.htm?id=2866566"
"677";"Kia Sorento";"2.4 Ex
";"5.499€";"01/2007";"139 cv";"90.000 km";"Gasolina";"5 puertas";"457 cm";"173 cm";"186 cm";"1.863 kg";"https://www.coches.com/coches-segunda-mano/ocasion-kia-sorento-24-ex-en-madrid.htm?id=2899161"
"678";"Ford S-max";"S-max 2.0tdci Titanium Powershift 150
";"25.900€";"2016";"150 cv";"12.664 km";"Diesel";"5 puertas";"480 cm";"166 cm";"192 cm";"1.733 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-titanium-powershift-150-en-madrid.htm?id=2833103"
"679";"Peugeot 3008";"1.6bluehdi Active S&s 120
";"20.740€";"06/2017";"120 cv";"9.034 km";"Diesel";"5 puertas";"445 cm";"162 cm";"184 cm";"1.300 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16bluehdi-active-s_s-120-en-madrid.htm?id=2906924"
"680";"Renault Scénic";"1.5dci Energy Expression 110
";"11.990€";"06/2015";"110 cv";"35.890 km";"Diesel";"5 puertas";"437 cm";"164 cm";"185 cm";"1.434 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-scenic-15dci-energy-expression-110-en-madrid.htm?id=2906923"
"681";"Mitsubishi Outlander";"220di-d Motion 2wd
";"17.990€";"10/2014";"150 cv";"65.142 km";"Diesel";"5 puertas";"466 cm";"168 cm";"180 cm";"1.530 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mitsubishi-outlander-220di-d-motion-2wd-en-madrid.htm?id=2906922"
"682";"Peugeot 3008";"1.6bluehdi Active S&s 120
";"20.740€";"07/2017";"120 cv";"8.172 km";"Diesel";"5 puertas";"445 cm";"162 cm";"184 cm";"1.300 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16bluehdi-active-s_s-120-en-madrid.htm?id=2906920"
"683";"Mercedes Clase A";"A 200cdi Be Urban 7g-dct
";"22.000€";"11/2015";"136 cv";"13.435 km";"Diesel";"5 puertas";"429 cm";"143 cm";"178 cm";"1.475 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200cdi-be-urban-7g-dct-en-madrid.htm?id=2906969"
"684";"Mercedes Citan";"Furgón 109cdi Largo
";"7.500€";"05/2014";"90 cv";"68.387 km";"Diesel";"4 puertas";"432 cm";"182 cm";"183 cm";"1.290 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-citan-furgon-109cdi-largo-en-madrid.htm?id=2910085"
"685";"Volkswagen Tiguan";"2.0tdi Advance Dsg 150
";"26.290€";"05/2017";"150 cv";"18.918 km";"Diesel";"5 puertas";"449 cm";"163 cm";"184 cm";"1.615 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-dsg-150-en-madrid.htm?id=2905133"
"686";"Volkswagen Tiguan";"2.0tdi Advance Dsg 150
";"26.290€";"01/2017";"150 cv";"13.701 km";"Diesel";"5 puertas";"449 cm";"163 cm";"184 cm";"1.615 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-dsg-150-en-madrid.htm?id=2905148"
"687";"Volkswagen Tiguan";"2.0tdi Advance 150
";"26.190€";"03/2017";"150 cv";"19.941 km";"Diesel";"5 puertas";"449 cm";"163 cm";"184 cm";"1.568 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-150-en-madrid.htm?id=2905147"
"688";"Volkswagen Passat";"2.0tdi Advance 150
";"22.290€";"04/2017";"150 cv";"14.559 km";"Diesel";"4 puertas";"477 cm";"146 cm";"183 cm";"1.475 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-advance-150-en-madrid.htm?id=2905150"
"689";"Volkswagen Passat";"2.0tdi Advance 150
";"22.290€";"04/2017";"150 cv";"12.301 km";"Diesel";"4 puertas";"477 cm";"146 cm";"183 cm";"1.475 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-advance-150-en-madrid.htm?id=2905151"
"690";"Bmw Serie 5";"535da
";"27.900€";"10/2013";"313 cv";"79.000 km";"Diesel";"4 puertas";"491 cm";"146 cm";"186 cm";"1.735 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-535da-en-madrid.htm?id=2881358"
"691";"Land Rover Range Rover Evoque";"Evoque 2.0td4 Se 4x4 150
";"32.200€";"04/2017";"150 cv";"10.000 km";"Diesel";"5 puertas";"437 cm";"166 cm";"209 cm";"1.665 kg";"https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-evoque-20td4-se-4x4-150-en-madrid.htm?id=2911701"
